"","geography_level","geography_name","geography_id","year","sex","weighted_mean_income","weighted_median_income","ci_weighted_mean_income","ci_weighted_median_income"
"291","provincia","Tierra del Fuego","p123","1994","Hombre",145505,90930,"[104110, 214619]","[77362, 192780]"
"292","provincia","Tierra del Fuego","p123","1994","Mujer",207955,227120,"[127670, 304966]","[80683, 378250]"
"293","provincia","Tocopilla","p23","1994","Hombre",150742,107100,"[138827, 164989]","[103325, 117810]"
"294","provincia","Tocopilla","p23","1994","Mujer",93607,75650,"[77303, 108592]","[53550, 87050]"
"295","provincia","Última Esperanza","p124","1994","Hombre",126081,91140,"[96973, 185240]","[69601, 106812]"
"296","provincia","Última Esperanza","p124","1994","Mujer",88498,59998,"[65941, 112998]","[55465, 72828]"
"297","provincia","Valdivia","p141","1994","Hombre",114187,64260,"[102144, 127615]","[61762, 71135]"
"298","provincia","Valdivia","p141","1994","Mujer",100749,64260,"[85650, 121629]","[60234, 74970]"
"299","provincia","Valparaíso","p51","1994","Hombre",189905,113929,"[170725, 206878]","[107100, 123165]"
"300","provincia","Valparaíso","p51","1994","Mujer",116903,77112,"[104799, 131360]","[74970, 85680]"
"307","provincia","Antofagasta","p21","1996","Hombre",313379,180000,"[264716, 381003]","[163440, 200000]"
"308","provincia","Antofagasta","p21","1996","Mujer",195548,110504,"[151938, 243044]","[99479, 127592]"
"309","provincia","Arauco","p82","1996","Hombre",112449,79626,"[98543, 121574]","[70383, 83759]"
"310","provincia","Arauco","p82","1996","Mujer",135141,65000,"[109975, 167427]","[61290, 80903]"
"311","provincia","Arica","p151","1996","Hombre",220565,143010,"[175634, 272972]","[120000, 152081]"
"312","provincia","Arica","p151","1996","Mujer",118948,93802,"[105566, 131476]","[81720, 111653]"
"313","provincia","Aysén","p112","1996","Hombre",181562,104405,"[153183, 215578]","[96556, 115000]"
"314","provincia","Aysén","p112","1996","Mujer",140147,74609,"[100754, 178462]","[68969, 82897]"
"315","provincia","Bíobío","p83","1996","Hombre",205538,85000,"[176424, 252288]","[80000, 100000]"
"316","provincia","Bíobío","p83","1996","Mujer",214976,88126,"[150614, 325939]","[72000, 102150]"
"317","provincia","Cachapoal","p61","1996","Hombre",180293,100000,"[160867, 206228]","[90000, 106318]"
"318","provincia","Cachapoal","p61","1996","Mujer",113967,77474,"[100903, 125882]","[71489, 81720]"
"319","provincia","Cardenal Caro","p62","1996","Hombre",104923,80000,"[88184, 125270]","[67873, 100000]"
"320","provincia","Cardenal Caro","p62","1996","Mujer",53957,40000,"[39086, 73706]","[30420, 59341]"
"321","provincia","Cauquenes","p72","1996","Hombre",138859,80000,"[110038, 175085]","[65000, 99000]"
"322","provincia","Cauquenes","p72","1996","Mujer",117825,65267,"[86134, 183191]","[55750, 93804]"
"323","provincia","Cautín","p91","1996","Hombre",156105,90547,"[141847, 170104]","[85950, 95896]"
"324","provincia","Cautín","p91","1996","Mujer",127472,75000,"[113119, 141389]","[70000, 80000]"
"325","provincia","Chacabuco","p133","1996","Hombre",148152,119788,"[133666, 166966]","[100000, 120000]"
"326","provincia","Chacabuco","p133","1996","Mujer",105315,86268,"[92774, 118818]","[80000, 90000]"
"327","provincia","Chañaral","p32","1996","Hombre",216839,178897,"[195891, 250033]","[150000, 200000]"
"328","provincia","Chañaral","p32","1996","Mujer",160456,101641,"[129826, 202767]","[82456, 139506]"
"329","provincia","Chiloé","p102","1996","Hombre",139096,91383,"[120455, 162631]","[81720, 106271]"
"330","provincia","Chiloé","p102","1996","Mujer",81620,60513,"[67121, 98378]","[50000, 68000]"
"331","provincia","Choapa","p42","1996","Hombre",119022,80000,"[105372, 134113]","[70950, 90000]"
"332","provincia","Choapa","p42","1996","Mujer",152599,65000,"[90242, 295226]","[60168, 80000]"
"333","provincia","Colchagua","p63","1996","Hombre",136503,81720,"[123613, 150910]","[80000, 87849]"
"334","provincia","Colchagua","p63","1996","Mujer",99653,75000,"[91167, 112115]","[68000, 80000]"
"335","provincia","Concepción","p81","1996","Hombre",235514,122580,"[212267, 262607]","[120000, 140000]"
"336","provincia","Concepción","p81","1996","Mujer",143309,92132,"[126075, 157698]","[82093, 100000]"
"337","provincia","Copiapó","p31","1996","Hombre",368071,163440,"[306595, 448714]","[150000, 190000]"
"338","provincia","Copiapó","p31","1996","Mujer",171947,120805,"[133962, 223327]","[83409, 150000]"
"339","provincia","Cordillera","p152","1996","Hombre",224033,180000,"[207838, 244570]","[150000, 196846]"
"340","provincia","Cordillera","p152","1996","Mujer",150720,115437,"[130537, 168978]","[100000, 125000]"
"341","provincia","Coyhaique","p111","1996","Hombre",196191,123548,"[173925, 223480]","[114073, 143010]"
"342","provincia","Coyhaique","p111","1996","Mujer",135198,83506,"[113063, 166207]","[77037, 111869]"
"343","provincia","Curicó","p73","1996","Hombre",164751,80000,"[137737, 194454]","[77353, 88000]"
"344","provincia","Curicó","p73","1996","Mujer",123314,64206,"[96190, 155741]","[60000, 70620]"
"345","provincia","El Loa","p22","1996","Hombre",326694,280000,"[286229, 368141]","[237518, 303386]"
"346","provincia","El Loa","p22","1996","Mujer",126837,110247,"[101953, 167356]","[77315, 140000]"
"347","provincia","Elqui","p41","1996","Hombre",205473,120000,"[187350, 229329]","[113921, 124261]"
"348","provincia","Elqui","p41","1996","Mujer",135511,80000,"[115124, 154416]","[74441, 90000]"
"349","provincia","Huasco","p33","1996","Hombre",211077,122580,"[171534, 261543]","[110582, 141580]"
"350","provincia","Huasco","p33","1996","Mujer",102925,72279,"[86264, 120125]","[64311, 98421]"
"351","provincia","Iquique","p11","1996","Hombre",278580,200000,"[239266, 337996]","[150000, 203014]"
"352","provincia","Iquique","p11","1996","Mujer",212311,161828,"[175940, 240878]","[120000, 180000]"
"353","provincia","Limarí","p43","1996","Hombre",132157,80000,"[113784, 151040]","[71306, 81720]"
"354","provincia","Limarí","p43","1996","Mujer",117542,68000,"[91784, 155158]","[62071, 75150]"
"355","provincia","Linares","p74","1996","Hombre",118214,71956,"[107123, 129953]","[68950, 80000]"
"356","provincia","Linares","p74","1996","Mujer",99669,65000,"[86202, 111724]","[63000, 70000]"
"357","provincia","Llanquihue","p101","1996","Hombre",192065,102150,"[165969, 220637]","[98356, 120000]"
"358","provincia","Llanquihue","p101","1996","Mujer",146861,79000,"[120953, 182867]","[68139, 90000]"
"359","provincia","Los Andes","p53","1996","Hombre",171957,120000,"[146022, 197024]","[100000, 122580]"
"360","provincia","Los Andes","p53","1996","Mujer",138030,100000,"[110146, 199847]","[75000, 102950]"
"361","provincia","Magallanes","p121","1996","Hombre",281169,170000,"[227546, 332546]","[150000, 200000]"
"362","provincia","Magallanes","p121","1996","Mujer",150363,99320,"[128737, 176499]","[80000, 118757]"
"363","provincia","Maipo","p134","1996","Hombre",203114,120000,"[166792, 234526]","[110923, 122580]"
"364","provincia","Maipo","p134","1996","Mujer",118176,80000,"[103302, 142488]","[71505, 95000]"
"365","provincia","Malleco","p92","1996","Hombre",129575,70000,"[108955, 161507]","[65410, 78952]"
"366","provincia","Malleco","p92","1996","Mujer",104516,65000,"[90644, 122761]","[60000, 70000]"
"367","provincia","Marga Marga","p58","1996","Hombre",251213,150000,"[224437, 283675]","[140000, 166916]"
"368","provincia","Marga Marga","p58","1996","Mujer",153193,110000,"[128445, 193616]","[86787, 122580]"
"369","provincia","Melipilla","p135","1996","Hombre",180352,114326,"[157955, 209419]","[100000, 122580]"
"370","provincia","Melipilla","p135","1996","Mujer",128948,81000,"[107471, 161195]","[80000, 95000]"
"371","provincia","Ñuble","p84","1996","Hombre",128429,80000,"[110510, 143273]","[73950, 90424]"
"372","provincia","Ñuble","p84","1996","Mujer",121684,80000,"[105869, 136349]","[66000, 88358]"
"373","provincia","Osorno","p103","1996","Hombre",140053,80000,"[117315, 180963]","[70000, 89689]"
"374","provincia","Osorno","p103","1996","Mujer",149986,80000,"[108694, 210468]","[68375, 91049]"
"375","provincia","Petorca","p54","1996","Hombre",144845,90000,"[128983, 163650]","[81720, 102150]"
"376","provincia","Petorca","p54","1996","Mujer",122914,80000,"[104598, 147977]","[67340, 85000]"
"377","provincia","Quillota","p55","1996","Hombre",172561,102150,"[145629, 202415]","[92375, 120000]"
"378","provincia","Quillota","p55","1996","Mujer",116628,72266,"[96606, 145580]","[65000, 83037]"
"379","provincia","Ranco","p142","1996","Hombre",123797,68000,"[107753, 146223]","[65000, 78451]"
"380","provincia","Ranco","p142","1996","Mujer",132821,80478,"[108534, 160872]","[70409, 120000]"
"381","provincia","San Antonio","p56","1996","Hombre",191591,146200,"[170331, 224834]","[122580, 150223]"
"382","provincia","San Antonio","p56","1996","Mujer",170528,80242,"[129791, 217025]","[72973, 119704]"
"383","provincia","San Felipe","p57","1996","Hombre",149685,90000,"[133864, 166544]","[87590, 100000]"
"384","provincia","San Felipe","p57","1996","Mujer",121780,80000,"[103457, 143441]","[70000, 90000]"
"385","provincia","Santiago","p131","1996","Hombre",349124,170000,"[324509, 375396]","[163440, 180000]"
"386","provincia","Santiago","p131","1996","Mujer",221666,130000,"[204608, 239417]","[120000, 140000]"
"387","provincia","Talagante","p136","1996","Hombre",151419,110000,"[128287, 182248]","[93349, 122580]"
"388","provincia","Talagante","p136","1996","Mujer",126237,100000,"[104949, 154979]","[80000, 122697]"
"389","provincia","Talca","p71","1996","Hombre",170304,85368,"[149736, 196917]","[80000, 90515]"
"390","provincia","Talca","p71","1996","Mujer",132508,70000,"[110119, 166250]","[65000, 80480]"
"391","provincia","Tamarugal","p12","1996","Hombre",164047,139429,"[145054, 193107]","[120000, 162365]"
"392","provincia","Tamarugal","p12","1996","Mujer",177633,122580,"[132607, 245517]","[90000, 163440]"
"393","provincia","Tierra del Fuego","p123","1996","Hombre",206512,140000,"[170208, 257487]","[120000, 160000]"
"394","provincia","Tierra del Fuego","p123","1996","Mujer",129581,90000,"[102316, 173259]","[69939, 120000]"
"395","provincia","Tocopilla","p23","1996","Hombre",231198,180000,"[202041, 271357]","[160000, 189397]"
"396","provincia","Tocopilla","p23","1996","Mujer",150541,92187,"[105753, 200153]","[70000, 126995]"
"397","provincia","Última Esperanza","p124","1996","Hombre",174326,120000,"[155331, 199479]","[107941, 150000]"
"398","provincia","Última Esperanza","p124","1996","Mujer",108050,86213,"[88522, 130443]","[68236, 107330]"
"399","provincia","Valdivia","p141","1996","Hombre",202248,107081,"[165214, 240989]","[80917, 120190]"
"400","provincia","Valdivia","p141","1996","Mujer",135411,99879,"[111131, 162284]","[80122, 120372]"
"401","provincia","Valparaíso","p51","1996","Hombre",209355,122580,"[183024, 231337]","[120000, 139750]"
"402","provincia","Valparaíso","p51","1996","Mujer",128557,100000,"[113741, 150979]","[88608, 103258]"
"409","provincia","Antofagasta","p21","1998","Hombre",370989,224350,"[325662, 423244]","[200800, 251000]"
"410","provincia","Antofagasta","p21","1998","Mujer",244015,135419,"[195216, 296938]","[120480, 159954]"
"411","provincia","Arauco","p82","1998","Hombre",154424,96528,"[135420, 175009]","[90134, 100400]"
"412","provincia","Arauco","p82","1998","Mujer",136941,81802,"[114112, 168348]","[80320, 96961]"
"413","provincia","Arica","p151","1998","Hombre",239756,170680,"[200507, 284198]","[150600, 189756]"
"414","provincia","Arica","p151","1998","Mujer",141482,120480,"[123777, 163826]","[100400, 149763]"
"415","provincia","Aysén","p112","1998","Hombre",215522,150600,"[195090, 234914]","[136850, 156400]"
"416","provincia","Aysén","p112","1998","Mujer",199388,120480,"[168767, 231068]","[98406, 140263]"
"417","provincia","Bíobío","p83","1998","Hombre",204912,107925,"[178603, 233938]","[100400, 120480]"
"418","provincia","Bíobío","p83","1998","Mujer",170698,100400,"[145309, 206792]","[87136, 122469]"
"419","provincia","Cachapoal","p61","1998","Hombre",233601,120480,"[212335, 251680]","[120480, 130520]"
"420","provincia","Cachapoal","p61","1998","Mujer",139181,90360,"[123413, 168190]","[85340, 98087]"
"421","provincia","Cardenal Caro","p62","1998","Hombre",138141,100400,"[109413, 186830]","[85340, 132442]"
"422","provincia","Cardenal Caro","p62","1998","Mujer",114309,80320,"[90076, 155602]","[67874, 130520]"
"423","provincia","Cauquenes","p72","1998","Hombre",127937,80320,"[105649, 194973]","[80320, 90360]"
"424","provincia","Cauquenes","p72","1998","Mujer",96604,75641,"[75321, 130115]","[55220, 92769]"
"425","provincia","Cautín","p91","1998","Hombre",251001,117300,"[221687, 286692]","[109654, 120480]"
"426","provincia","Cautín","p91","1998","Mujer",217044,110440,"[186205, 254835]","[100400, 120480]"
"427","provincia","Chacabuco","p133","1998","Hombre",218308,136850,"[183642, 260553]","[120480, 140560]"
"428","provincia","Chacabuco","p133","1998","Mujer",158836,100400,"[133103, 191549]","[99346, 117506]"
"429","provincia","Chañaral","p32","1998","Hombre",283871,200800,"[241709, 322963]","[180720, 220880]"
"430","provincia","Chañaral","p32","1998","Mujer",135249,97750,"[117057, 155941]","[80320, 131347]"
"431","provincia","Chiloé","p102","1998","Hombre",161116,100400,"[139245, 188692]","[89755, 117300]"
"432","provincia","Chiloé","p102","1998","Mujer",152735,90360,"[123262, 192603]","[80320, 120480]"
"433","provincia","Choapa","p42","1998","Hombre",163253,120480,"[149919, 175460]","[115616, 122834]"
"434","provincia","Choapa","p42","1998","Mujer",122740,80822,"[109021, 144226]","[80320, 86768]"
"435","provincia","Colchagua","p63","1998","Hombre",162817,98392,"[147221, 176845]","[92370, 100400]"
"436","provincia","Colchagua","p63","1998","Mujer",137310,81845,"[114014, 160457]","[80320, 85194]"
"437","provincia","Concepción","p81","1998","Hombre",293990,150600,"[269563, 323902]","[140560, 150600]"
"438","provincia","Concepción","p81","1998","Mujer",182819,119582,"[165121, 204713]","[102767, 120480]"
"439","provincia","Copiapó","p31","1998","Hombre",261861,170680,"[231309, 298754]","[145329, 195500]"
"440","provincia","Copiapó","p31","1998","Mujer",166295,110440,"[138989, 210188]","[90360, 136850]"
"441","provincia","Cordillera","p152","1998","Hombre",245452,180720,"[217894, 299033]","[160640, 195500]"
"442","provincia","Cordillera","p152","1998","Mujer",177240,120480,"[147181, 205084]","[108990, 141487]"
"443","provincia","Coyhaique","p111","1998","Hombre",472303,171786,"[255877, 939324]","[150600, 195500]"
"444","provincia","Coyhaique","p111","1998","Mujer",167472,106839,"[138809, 197654]","[85340, 125221]"
"445","provincia","Curicó","p73","1998","Hombre",171643,100400,"[154962, 192946]","[95857, 105420]"
"446","provincia","Curicó","p73","1998","Mujer",134857,80822,"[119195, 156252]","[80320, 91338]"
"447","provincia","El Loa","p22","1998","Hombre",371881,251000,"[298824, 468265]","[205569, 293250]"
"448","provincia","El Loa","p22","1998","Mujer",193400,120480,"[148530, 243154]","[92744, 171328]"
"449","provincia","Elqui","p41","1998","Hombre",255815,150600,"[231028, 278246]","[140560, 156400]"
"450","provincia","Elqui","p41","1998","Mujer",181319,100400,"[152943, 223187]","[90360, 117468]"
"451","provincia","Huasco","p33","1998","Hombre",187001,150134,"[168565, 203527]","[132623, 156400]"
"452","provincia","Huasco","p33","1998","Mujer",146387,99572,"[127638, 167906]","[82328, 120480]"
"453","provincia","Iquique","p11","1998","Hombre",349663,251000,"[275687, 420877]","[198583, 293250]"
"454","provincia","Iquique","p11","1998","Mujer",216324,150600,"[182204, 264610]","[120062, 199617]"
"455","provincia","Limarí","p43","1998","Hombre",164728,97999,"[144660, 202878]","[95380, 100400]"
"456","provincia","Limarí","p43","1998","Mujer",115998,80822,"[104170, 128866]","[80320, 89857]"
"457","provincia","Linares","p74","1998","Hombre",164866,98586,"[147053, 192944]","[90971, 110604]"
"458","provincia","Linares","p74","1998","Mujer",120531,84577,"[107453, 142881]","[78200, 100400]"
"459","provincia","Llanquihue","p101","1998","Hombre",222625,140560,"[203569, 245797]","[120480, 156189]"
"460","provincia","Llanquihue","p101","1998","Mujer",177759,97750,"[148711, 206378]","[88146, 120480]"
"461","provincia","Los Andes","p53","1998","Hombre",236337,143791,"[210815, 267488]","[120480, 156400]"
"462","provincia","Los Andes","p53","1998","Mujer",156899,110764,"[137553, 186319]","[100400, 120480]"
"463","provincia","Magallanes","p121","1998","Hombre",307964,200800,"[262169, 372262]","[177512, 246231]"
"464","provincia","Magallanes","p121","1998","Mujer",175094,119756,"[135025, 225894]","[98107, 122061]"
"465","provincia","Maipo","p134","1998","Hombre",245640,140560,"[211803, 311498]","[134520, 150600]"
"466","provincia","Maipo","p134","1998","Mujer",140067,100400,"[127632, 155578]","[100400, 114953]"
"467","provincia","Malleco","p92","1998","Hombre",136612,93372,"[125614, 148820]","[87432, 98183]"
"468","provincia","Malleco","p92","1998","Mujer",139299,85340,"[120070, 162008]","[80320, 97750]"
"469","provincia","Marga Marga","p58","1998","Hombre",283581,170680,"[255448, 317614]","[150600, 182719]"
"470","provincia","Marga Marga","p58","1998","Mujer",183364,120480,"[158734, 217438]","[110440, 136850]"
"471","provincia","Melipilla","p135","1998","Hombre",176831,119323,"[158282, 191537]","[100400, 120480]"
"472","provincia","Melipilla","p135","1998","Mujer",146414,108818,"[125963, 171090]","[100400, 120480]"
"473","provincia","Ñuble","p84","1998","Hombre",204512,110440,"[163564, 257934]","[99346, 120480]"
"474","provincia","Ñuble","p84","1998","Mujer",150575,100400,"[132843, 173520]","[90360, 110440]"
"475","provincia","Osorno","p103","1998","Hombre",187462,100400,"[162592, 225673]","[95380, 117300]"
"476","provincia","Osorno","p103","1998","Mujer",136095,97750,"[122931, 154152]","[84387, 109044]"
"477","provincia","Petorca","p54","1998","Hombre",173966,117300,"[161385, 193771]","[102902, 120480]"
"478","provincia","Petorca","p54","1998","Mujer",127717,80822,"[109729, 150287]","[80320, 93372]"
"479","provincia","Quillota","p55","1998","Hombre",203185,120552,"[187187, 224454]","[117300, 140560]"
"480","provincia","Quillota","p55","1998","Mujer",153767,90360,"[135182, 180959]","[83550, 100400]"
"481","provincia","Ranco","p142","1998","Hombre",155901,81826,"[126831, 190462]","[80320, 90360]"
"482","provincia","Ranco","p142","1998","Mujer",148857,80320,"[111527, 200868]","[73016, 116898]"
"483","provincia","San Antonio","p56","1998","Hombre",222290,150600,"[199756, 253892]","[134143, 160640]"
"484","provincia","San Antonio","p56","1998","Mujer",153463,117300,"[138190, 176233]","[100400, 130520]"
"485","provincia","San Felipe","p57","1998","Hombre",187699,120480,"[169121, 206152]","[110440, 123716]"
"486","provincia","San Felipe","p57","1998","Mujer",140683,96384,"[123983, 170522]","[87348, 100400]"
"487","provincia","Santiago","p131","1998","Hombre",417797,200612,"[393287, 445429]","[195500, 200800]"
"488","provincia","Santiago","p131","1998","Mujer",262397,150600,"[248464, 275689]","[150600, 150600]"
"489","provincia","Talagante","p136","1998","Hombre",209574,140560,"[191142, 233546]","[131648, 150600]"
"490","provincia","Talagante","p136","1998","Mujer",138178,100400,"[127584, 150005]","[100400, 120480]"
"491","provincia","Talca","p71","1998","Hombre",192306,114958,"[170071, 221836]","[100400, 120480]"
"492","provincia","Talca","p71","1998","Mujer",152481,105379,"[137723, 168991]","[91364, 117300]"
"493","provincia","Tamarugal","p12","1998","Hombre",208821,156400,"[192699, 232297]","[150600, 178454]"
"494","provincia","Tamarugal","p12","1998","Mujer",161558,117300,"[139092, 189736]","[94707, 150600]"
"495","provincia","Tierra del Fuego","p123","1998","Hombre",686198,120480,"[221447, 1879813]","[99496, 167865]"
"496","provincia","Tierra del Fuego","p123","1998","Mujer",157125,102408,"[119503, 198875]","[77064, 135791]"
"497","provincia","Tocopilla","p23","1998","Hombre",249362,195755,"[218182, 286911]","[160640, 226618]"
"498","provincia","Tocopilla","p23","1998","Mujer",161755,118344,"[133650, 195461]","[89409, 156048]"
"499","provincia","Última Esperanza","p124","1998","Hombre",274357,166220,"[230308, 331495]","[150600, 195500]"
"500","provincia","Última Esperanza","p124","1998","Mujer",145300,95533,"[116706, 179257]","[82581, 100698]"
"501","provincia","Valdivia","p141","1998","Hombre",216167,120013,"[175287, 270592]","[102150, 134746]"
"502","provincia","Valdivia","p141","1998","Mujer",170752,100400,"[143415, 211573]","[91419, 120480]"
"503","provincia","Valparaíso","p51","1998","Hombre",297762,160640,"[273178, 339182]","[150600, 185980]"
"504","provincia","Valparaíso","p51","1998","Mujer",211558,120480,"[179437, 251712]","[117312, 140560]"
"511","provincia","Antofagasta","p21","2000","Hombre",509567,250000,"[414219, 608187]","[207125, 298735]"
"512","provincia","Antofagasta","p21","2000","Mujer",230473,150000,"[191736, 276705]","[140000, 180000]"
"513","provincia","Arauco","p82","2000","Hombre",169814,109560,"[150226, 184744]","[100000, 116491]"
"514","provincia","Arauco","p82","2000","Mujer",148690,100000,"[133346, 164772]","[84315, 100000]"
"515","provincia","Arica","p151","2000","Hombre",301065,149416,"[227838, 386250]","[130000, 180000]"
"516","provincia","Arica","p151","2000","Mujer",159815,109560,"[126310, 220320]","[91365, 124105]"
"517","provincia","Aysén","p112","2000","Hombre",277577,150000,"[204688, 519811]","[126340, 179147]"
"518","provincia","Aysén","p112","2000","Mujer",190699,140000,"[161928, 249328]","[109583, 182600]"
"519","provincia","Bíobío","p83","2000","Hombre",748874,139111,"[577375, 1205043]","[110000, 180000]"
"520","provincia","Bíobío","p83","2000","Mujer",165796,100000,"[153216, 181463]","[100000, 120000]"
"521","provincia","Cachapoal","p61","2000","Hombre",220535,127820,"[204814, 244035]","[120000, 138008]"
"522","provincia","Cachapoal","p61","2000","Mujer",157345,105000,"[145673, 172120]","[100000, 110880]"
"523","provincia","Cardenal Caro","p62","2000","Hombre",149683,100000,"[138651, 166124]","[100000, 109560]"
"524","provincia","Cardenal Caro","p62","2000","Mujer",163396,100000,"[133138, 195365]","[91300, 120000]"
"525","provincia","Cauquenes","p72","2000","Hombre",168537,100000,"[136873, 204416]","[96756, 105000]"
"526","provincia","Cauquenes","p72","2000","Mujer",152856,98513,"[131815, 173442]","[90000, 120209]"
"527","provincia","Cautín","p91","2000","Hombre",288561,130000,"[252775, 329028]","[120000, 141254]"
"528","provincia","Cautín","p91","2000","Mujer",188669,109560,"[172083, 211180]","[100000, 120000]"
"529","provincia","Chacabuco","p133","2000","Hombre",202977,140000,"[185966, 228702]","[130000, 149993]"
"530","provincia","Chacabuco","p133","2000","Mujer",157206,120000,"[138135, 171479]","[106910, 120000]"
"531","provincia","Chañaral","p32","2000","Hombre",289930,200000,"[260580, 330603]","[189000, 216483]"
"532","provincia","Chañaral","p32","2000","Mujer",168877,120000,"[139124, 197548]","[100000, 140525]"
"533","provincia","Chiloé","p102","2000","Hombre",174931,120000,"[162764, 187564]","[109769, 128462]"
"534","provincia","Chiloé","p102","2000","Mujer",140688,100000,"[123040, 160462]","[87375, 102519]"
"535","provincia","Choapa","p42","2000","Hombre",179098,120000,"[159324, 216626]","[107663, 136305]"
"536","provincia","Choapa","p42","2000","Mujer",161830,100000,"[133228, 211058]","[80000, 109560]"
"537","provincia","Colchagua","p63","2000","Hombre",180823,109560,"[163344, 203431]","[105000, 115000]"
"538","provincia","Colchagua","p63","2000","Mujer",142365,100000,"[128703, 167317]","[100000, 105280]"
"539","provincia","Concepción","p81","2000","Hombre",232365,150000,"[219474, 247265]","[150000, 164340]"
"540","provincia","Concepción","p81","2000","Mujer",164943,120000,"[153346, 175226]","[109560, 130000]"
"541","provincia","Copiapó","p31","2000","Hombre",251228,180000,"[224028, 288803]","[160000, 200000]"
"542","provincia","Copiapó","p31","2000","Mujer",174330,120000,"[142992, 230225]","[100000, 129994]"
"543","provincia","Cordillera","p152","2000","Hombre",252513,200000,"[221084, 295615]","[180000, 200000]"
"544","provincia","Cordillera","p152","2000","Mujer",168986,130000,"[150638, 187860]","[120000, 147088]"
"545","provincia","Coyhaique","p111","2000","Hombre",328563,195000,"[271619, 419794]","[155593, 220677]"
"546","provincia","Coyhaique","p111","2000","Mujer",214695,120000,"[163890, 268473]","[100000, 140000]"
"547","provincia","Curicó","p73","2000","Hombre",367896,120000,"[276842, 492375]","[112692, 130000]"
"548","provincia","Curicó","p73","2000","Mujer",167536,108000,"[148049, 192687]","[100000, 120000]"
"549","provincia","El Loa","p22","2000","Hombre",423591,300000,"[367712, 485682]","[266529, 372970]"
"550","provincia","El Loa","p22","2000","Mujer",241908,180000,"[176003, 315209]","[120917, 200000]"
"551","provincia","Elqui","p41","2000","Hombre",263428,160000,"[243159, 296401]","[150000, 180000]"
"552","provincia","Elqui","p41","2000","Mujer",189652,120000,"[160495, 213486]","[108865, 139050]"
"553","provincia","Huasco","p33","2000","Hombre",186583,146080,"[172279, 197296]","[134325, 152798]"
"554","provincia","Huasco","p33","2000","Mujer",132070,100000,"[116353, 147519]","[91300, 100000]"
"555","provincia","Iquique","p11","2000","Hombre",294094,200000,"[264431, 325991]","[175090, 234835]"
"556","provincia","Iquique","p11","2000","Mujer",180954,120000,"[161547, 213370]","[117914, 150000]"
"557","provincia","Limarí","p43","2000","Hombre",197791,120000,"[176573, 225004]","[110000, 121321]"
"558","provincia","Limarí","p43","2000","Mujer",196502,100000,"[144486, 248041]","[95475, 104224]"
"559","provincia","Linares","p74","2000","Hombre",182608,100000,"[166310, 207409]","[100000, 105419]"
"560","provincia","Linares","p74","2000","Mujer",141641,100000,"[131509, 155371]","[100000, 105000]"
"561","provincia","Llanquihue","p101","2000","Hombre",235795,134729,"[207787, 270052]","[125452, 146080]"
"562","provincia","Llanquihue","p101","2000","Mujer",175860,120000,"[156154, 201747]","[102391, 151124]"
"563","provincia","Los Andes","p53","2000","Hombre",283116,150000,"[242751, 332440]","[140000, 160000]"
"564","provincia","Los Andes","p53","2000","Mujer",181010,110893,"[133591, 252649]","[100000, 121350]"
"565","provincia","Magallanes","p121","2000","Hombre",490673,273900,"[402407, 583737]","[200000, 365200]"
"566","provincia","Magallanes","p121","2000","Mujer",322075,240291,"[264813, 408883]","[197782, 330000]"
"567","provincia","Maipo","p134","2000","Hombre",234687,160000,"[211003, 269830]","[150000, 180000]"
"568","provincia","Maipo","p134","2000","Mujer",171911,130000,"[156822, 191203]","[120000, 150000]"
"569","provincia","Malleco","p92","2000","Hombre",164634,100000,"[148116, 178590]","[100000, 100000]"
"570","provincia","Malleco","p92","2000","Mujer",128579,92970,"[116460, 143154]","[85653, 100000]"
"571","provincia","Marga Marga","p58","2000","Hombre",269663,176022,"[242474, 295706]","[160000, 181365]"
"572","provincia","Marga Marga","p58","2000","Mujer",179117,128971,"[157820, 215764]","[112144, 133836]"
"573","provincia","Melipilla","p135","2000","Hombre",198022,130000,"[177628, 220616]","[120000, 140000]"
"574","provincia","Melipilla","p135","2000","Mujer",165856,100000,"[142993, 187590]","[100000, 117781]"
"575","provincia","Ñuble","p84","2000","Hombre",185826,120000,"[159833, 214559]","[100000, 140000]"
"576","provincia","Ñuble","p84","2000","Mujer",149246,127820,"[121359, 207546]","[84895, 160000]"
"577","provincia","Osorno","p103","2000","Hombre",212392,117812,"[186525, 257113]","[105000, 120000]"
"578","provincia","Osorno","p103","2000","Mujer",202837,110000,"[153611, 258060]","[100000, 125000]"
"579","provincia","Petorca","p54","2000","Hombre",205090,120000,"[181506, 232771]","[109560, 120000]"
"580","provincia","Petorca","p54","2000","Mujer",138679,90000,"[114081, 169985]","[80000, 100000]"
"581","provincia","Quillota","p55","2000","Hombre",275587,150000,"[240966, 339569]","[146080, 164340]"
"582","provincia","Quillota","p55","2000","Mujer",184797,115000,"[150828, 227420]","[100137, 120000]"
"583","provincia","Ranco","p142","2000","Hombre",180642,101000,"[158354, 207120]","[100000, 110000]"
"584","provincia","Ranco","p142","2000","Mujer",177497,100000,"[135174, 268534]","[89568, 120000]"
"585","provincia","San Antonio","p56","2000","Hombre",219559,150000,"[194213, 248932]","[140000, 167400]"
"586","provincia","San Antonio","p56","2000","Mujer",174493,120000,"[142021, 207729]","[102385, 132613]"
"587","provincia","San Felipe","p57","2000","Hombre",191193,120000,"[172792, 212064]","[112347, 132580]"
